id,preco
85128,7460
33411,14884
61264,3755
44493,6234
41254,1962
65312,10280
64696,3626
53366,2901
48710,6187
27269,5681
8961,1584
45062,6128
29745,4023
66595,4272
96820,5760
63511,16106
55649,2545
47733,3435
71378,1567
35413,14297
40886,3634
22357,14462
69558,2540
52893,626
44858,592
8460,2675
98415,4790
87133,1746
24997,9482
8295,736
67116,3840
72906,9206
32131,4718
51681,3393
86828,19483
14747,6000
35731,3185
13379,9077
31414,4371
12321,10994
53286,2015
78041,2649
87558,1161
57347,17339
57588,1266
16053,14646
66772,6651
1082,5923
30072,5990
2370,5484
94236,1409
9277,9317
94618,8706
8451,16467
54447,2391
61863,5018
3138,20250
49826,1322
92566,854
39403,3921
38208,9269
97159,12158
73216,10634
28048,4455
18796,7417
27038,1130
35350,6604
57081,13002
25101,7989
43319,9444
53155,10317
90823,13903
48088,1566
88055,1981
36798,1278
53947,7443
66349,2856
20507,3630
48215,4241
75826,7102
24464,2003
13079,736
42634,5629
34581,2948
82832,2054
19490,2415
47933,1715
44170,7772
99399,564
85881,8790
88183,9141
59356,4194
67276,5758
33374,4800
41154,1476
71506,8714
3479,8019
27940,2860
30947,15470
3799,8352
26594,11707
28659,3558
75815,5559
46691,1384
89786,1791
10323,7376
66941,5340
85065,2697
9778,3026
10619,2629
36125,3421
55987,9514
38019,4904
19868,8051
53803,11544
3979,1805
62287,10461
89031,1280
56152,6835
19916,1084
20649,13574
76405,23918
17834,14913
82081,773
9548,2027
70470,1473
83793,10405
32098,1824
2945,797
66787,9006
77300,2761
48527,3102
99286,2843
62620,17454
77563,3723
24059,665
42546,9727
32247,7736
70866,1720
73704,3721
51424,1070
95872,6669
66862,6303
26053,7550
47194,1794
8971,4996
50560,11228
60373,1475
32025,4772
18886,5399
14569,486
64252,2538
3189,1641
66074,18237
6179,3862
26130,5035
96902,848
60244,2957
38103,6654
88289,6750
35415,5440
70368,7145
77076,1003
7560,1198
28695,2190
37573,11436
75331,9532
22906,5076
26852,22114
59454,1005
76080,3862
32153,11502
3709,586
51913,4027
27238,7087
71580,6884
29223,6301
8996,10253
734,6175
52005,7110
22707,2766
78212,3295
73150,4493
94069,8654
15133,5025
97912,14830
90910,1744
59637,14586
32665,1451
52099,2463
97262,12080
13592,16331
34253,1883
85049,5161
98459,4458
58037,7763
24697,4344
5669,8788
60442,7502
65418,13501
74943,1590
40064,4890
67025,10567
65786,4438
46217,8672
73265,6444
61897,997
52197,13723
46721,6881
29610,3090
54889,4869
77100,6892
83156,10138
58856,2199
33050,15515
48227,10453
55159,2159
62131,5686
23351,2266
96404,5605
91613,4114
38886,625
75514,1148
82681,4129
39910,1851
56228,3116
22718,2631
85053,5474
60728,923
13767,4714
84212,2711
95257,1186
69533,9629
64322,14452
1626,3756
16381,875
2111,3782
92705,13983
64088,4130
90863,3991
19167,11626
54606,1568
32527,1097
66777,2249
52195,5809
79717,2641
72477,4518
87565,6686
91451,1519
9344,2192
44290,3256
93889,4943
26901,17015
91249,4531
50771,17715
93915,5739
41236,12590
78099,2453
24956,1379
81334,4651
70602,18609
71002,12336
72767,8345
41722,2210
30291,4512
66139,14741
15339,1960
83046,7985
78575,4615
5714,12502
2636,2546
33671,3067
6551,9739
62792,3333
32812,5925
11801,2474
43353,6040
92240,2701
27076,5209
87941,766
18265,6332
55588,3546
85603,14059
3772,465
28925,1746
22523,20843
46879,6823
84738,16362
83373,23027
94616,8129
91033,2824
39153,1834
45913,13191
97367,12527
29132,10311
82475,3249
82960,13358
68019,13231
84899,4167
28292,12605
82295,1503
26387,12587
90385,7886
44110,7705
69341,1234
91580,1292
16937,1120
80179,2452
95796,1034
10056,1261
49851,212
18648,5502
29869,2213
40499,19933
96198,17120
77269,9579
78482,19601
16527,1738
61811,9209
71769,14973
48598,6656
33026,1198
91624,18569
99201,8336
29834,4123
14956,16735
1897,1160
53349,8764
91903,2018
33422,4014
19190,4603
46129,1962
70727,7973
53014,1798
73375,5752
33874,3379
92991,3196
61575,3959
71627,14435
96546,9993
46422,3220
42754,1258
87862,5756
73942,3869
89740,14129
83625,2957
8292,1459
27703,1998
27624,3178
82670,14548
27477,926
98256,928
80129,9550
52916,5641
3518,4696
27404,2109
41513,2832
69912,5802
72456,5765
40543,1704
13528,1711
70228,3305
15848,8257
79882,7818
1224,2157
24906,6045
1086,7013
73442,6644
80414,11329
10092,7031
26025,2163
97478,1918
85463,16254
57301,782
25686,13163
65219,1827
76733,7595
56577,17748
18574,5467
44139,4330
50063,6532
9857,1326
15676,1690
70658,17392
12386,1811
17631,3856
91936,4509
9409,13292
91213,13569
65839,4562
38573,2202
37368,12493
85419,2286
83761,2902
49634,12196
43070,2984
63035,2213
7902,1988
25037,4738
4739,7749
62970,4677
56273,15542
24703,1802
44709,1169
74896,12705
80308,2838
93047,2420
90573,964
76527,9004
45643,3093
56490,18572
91502,2139
749,18175
76027,5022
66320,3979
63354,1805
25653,1658
16832,5676
4897,8468
44715,2882
40209,3004
67930,10104
10880,3737
98098,9574
38258,4369
13013,8856
93938,5802
93314,3303
90759,2473
55973,2318
68874,8376
91086,1124
53112,2089
20370,4629
9279,3912
65858,3787
43498,2416
33180,7842
48273,10197
94710,2884
52503,8949
79453,1989
37076,9944
11633,16150
83124,933
81973,11102
56903,3435
56838,5508
13239,3886
59660,4673
9090,1183
29866,4777
43263,1861
8804,1822
37259,6988
83751,2777
66737,2391
89365,2248
47895,9296
75352,4343
81583,2259
24505,6113
43323,9844
41216,6315
29515,6858
60849,21752
28125,21976
80282,1177
71217,2074
97287,5983
65592,11650
37146,8469
70324,1233
16821,6275
73549,2824
20306,1700
38307,4292
48797,602
32740,2087
16416,11460
74643,10784
1073,851
83882,1411
21258,1403
36419,1330
59,13511
78563,2861
79096,5326
46150,6489
30895,13330
30163,2747
61959,800
30175,20133
28499,6464
81543,17393
86885,3250
5779,12205
14735,3400
76239,1880
81975,1168
66380,5117
56662,11277
18061,14258
414,3012
91535,4434
4779,3158
65975,5794
61421,9899
29165,9045
65224,2782
68059,2441
46516,1882
76878,7302
63801,6179
83805,3516
83787,15924
24780,8257
33261,2615
35956,5003
90066,7806
30068,2141
48249,12041
4645,4331
5750,18040
64796,719
23698,2299
33125,4202
36692,4511
82315,16701
29787,2442
84038,6110
61050,3384
73543,14921
33001,3597
49561,3258
1752,18985
92678,12022
37805,1193
57690,8473
40290,3050
24365,990
6938,2799
9335,12098
82312,6731
93701,4472
96338,768
58961,545
61558,17667
16818,13253
20017,9680
45249,6980
13102,395
38134,2998
62739,2880
76979,13445
69862,8106
94766,705
34826,15481
93651,2981
3563,8223
94237,4077
91184,2825
31025,622
37307,7571
27838,7579
5518,7667
82804,13474
10849,8019
61787,9638
39570,3533
50211,3766
57738,3290
52249,15395
4084,12680
78256,3082
37653,1465
22896,934
67135,2380
57753,11348
84358,7086
20304,9644
92184,3546
2716,2572
13611,2110
59123,19563
24656,1698
47523,11501
87026,4604
94938,3134
91916,9957
37831,10628
33192,2807
97740,1386
57040,4541
70762,1338
57880,4819
31494,1100
9226,3841
62988,11943
95746,5044
88806,1678
30993,13774
28195,1720
76274,3471
85118,2844
1057,3458
61329,627
68785,8453
77507,2877
90603,9568
27256,7998
67894,6344
43171,9107
58312,12849
65417,1003
44278,1525
60815,3422
55097,1944
14228,11275
49158,6778
38141,4741
50034,2953
27489,1623
26798,9891
18310,3841
51209,1308
63613,15471
1358,5933
36828,10508
89345,2087
43477,15503
55953,8936
99791,2625
79949,3593
76090,18402
54329,21691
52028,1784
31512,5596
79205,13140
83893,977
60749,6875
7562,3180
81268,938
65835,6495
99031,2183
5283,5761
38695,2777
37328,5889
64658,1880
94422,10462
20407,11120
1090,1569
78036,3441
23381,3897
98821,2430
21781,3378
28457,1293
6239,15128
35571,3419
53464,13819
76050,8263
49018,12741
2879,3570
34028,850
18727,3085
77515,3173
2179,3351
81059,8620
14039,817
41446,17769
31243,7031
14692,4514
29450,7857
78283,4586
62628,3726
49917,2553
44233,13831
26768,977
67981,4609
81310,1947
66644,1370
24546,5412
32516,3313
49329,2072
7894,1194
18191,8701
92898,18081
90673,10806
90930,10544
58477,6320
99501,1172
93977,10832
40458,3975
83206,5512
61797,2874
35254,8319
99652,6713
73604,4798
74405,2027
82643,5989
3685,1130
29358,11890
13245,6121
34169,2256
8488,5566
14268,18078
35818,2277
58319,2208
71943,5894
7826,2629
82555,14571
88553,2211
72401,2013
90050,9621
67830,1952
22342,4400
78756,6984
50929,7394
2423,4593
29609,5800
91335,4512
82585,7704
8622,7180
36195,4574
92447,12459
56487,2341
77164,2514
2624,4314
86900,20675
89360,7978
45804,1747
36172,5878
18693,2082
40880,11068
76258,9071
50624,3478
61343,10818
1306,6401
90429,4893
1115,1874
96395,4869
98886,2680
63469,2576
58393,4641
91390,5545
66645,980
75823,3492
32905,4593
48145,2472
73636,6512
97546,5419
93147,1057
6203,16107
16117,18518
38984,7696
86356,5456
55655,1382
26835,4522
32447,6897
66043,8787
7182,986
44519,3092
43685,1494
97594,2988
88865,4415
8374,1332
73242,3607
72340,3570
52552,1278
55183,9044
53824,12509
89070,989
20312,3938
25024,977
23408,10468
10877,4151
12159,2817
44730,7989
41251,1940
3487,1581
74389,2640
64358,1909
69300,7317
84504,2378
77391,7771
22018,1716
64925,1507
61295,3325
22620,9838
70255,5278
13996,6917
97780,5431
30549,11730
82732,3379
8756,1256
60148,1107
85980,8482
32849,18041
32923,5489
21913,4769
61471,16428
28425,5954
7544,3901
98381,3566
39790,2548
46267,1650
93528,9261
15310,4441
42601,4229
39541,14243
76724,10107
5374,16197
37258,1880
43292,3206
46931,8445
63045,1608
66747,4887
39956,2035
92023,3431
15918,3650
74556,476
14241,15233
12163,7694
80075,1460
61830,9201
73621,12341
35192,680
68088,2797
99749,2939
8616,2884
46797,2222
42516,12210
1518,2996
35342,20854
80318,1187
18051,3699
8888,4052
54870,3539
68099,4282
95687,8062
55173,889
12529,6249
61076,6030
32129,17354
17327,5946
26029,10072
69849,2887
18136,7287
40412,4116
66576,4127
72647,9530
86457,3149
47639,2257
93352,5743
55293,6697
16714,8957
63264,7781
89822,2542
28261,5690
96349,7961
2096,3622
77837,17230
47833,1945
18893,2427
70317,2605
67017,8410
79431,1742
47251,12273
59328,2436
13104,11438
23785,10841
68732,1769
27778,3052
46145,7868
8058,1790
55390,5932
8069,11617
79630,8791
70523,20547
90979,9204
98095,4298
71907,5999
41711,3683
41785,12722
92612,13646
91731,10538
84750,1497
29179,6537
79368,606
31396,8683
75086,4026
30480,2587
23880,3531
58329,4709
16200,11475
39119,5367
38768,9181
10352,1556
58378,8606
29982,3915
55002,970
69784,6161
40856,2318
90136,1942
75966,2861
90644,1070
63024,9554
86038,4269
23898,1684
28900,2394
43865,6855
15896,8960
50654,6969
52844,4510
97177,493
39258,4512
92799,921
70787,7590
15118,8604
32317,5764
41849,11811
94229,2022
86309,3018
91717,6351
87167,1300
58658,4693
53245,933
66051,9227
50627,729
60056,363
29495,6331
44689,5212
47530,10224
71815,1747
98305,3278
49230,2516
53283,1561
53831,4848
42416,1904
18080,1008
80895,9382
11306,2356
41239,2191
50637,3457
52833,3363
57893,4223
78298,17809
67720,3835
7366,14402
61091,4639
93062,4369
86841,3116
67545,11491
13060,1055
52038,13488
16247,9385
2360,12884
20626,1950
78331,694
34218,3690
28345,735
46752,15466
86262,2867
34076,11950
99360,1970
91462,15185
92712,4708
11274,16525
85773,17004
73387,9771
9554,11090
23287,2048
15171,12772
69241,1379
47439,9288
6374,5107
33906,7338
81013,2811
814,5484
15437,4019
48801,7496
50619,5951
71497,3319
48131,8890
3995,11167
88143,15976
55428,20524
14324,12538
96564,6666
14417,13090
96842,4618
60506,8389
96746,2302
7468,6782
35808,4508
51507,12683
51290,574
98028,4757
61100,7347
27262,18779
96004,13388
65650,648
50633,12187
74191,1762
91500,7753
53085,8780
32388,615
15457,10115
57351,2580
80249,7159
79263,820
46396,1668
81548,1303
95060,5968
21620,3140
45829,7340
52985,4049
26963,5225
57049,13043
82642,6318
41950,6710
96818,5885
43779,1040
17720,1733
55751,12967
79374,17903
37867,3068
23859,12814
24336,2966
44063,7619
83662,3647
93573,5006
31962,1903
2666,6422
16273,9872
80377,2129
96921,3382
54008,18313
15949,10108
22560,4087
58495,1386
36909,6155
27150,7909
28328,9957
46457,1203
33350,2222
96492,5876
96035,13614
22425,4174
64692,4990
84926,1850
62256,12575
58447,9387
94088,5594
48188,3722
51629,15262
60552,1668
99094,1716
38902,17524
64468,2958
77083,10275
67095,6159
47638,1063
940,11013
21496,8886
48169,795
71699,1619
36900,1830
3573,12235
45011,2235
42437,2525
63382,18410
27124,3549
13172,2936
90358,12224
40032,2357
49322,20293
66994,7485
33910,6423
45474,585
2874,4451
53772,1930
78841,1312
85180,1913
78874,1308
5492,2826
18087,1143
74128,6580
87540,1466
98899,4498
20279,5538
25963,8304
10408,13849
62289,4874
21677,11293
10204,6624
69085,8425
77929,11032
31207,1745
31100,6348
49266,6294
84713,2397
51802,2437
46813,10918
58533,1421
54787,4617
16069,4457
16791,1670
10322,8059
79078,1419
29309,1508
24467,5306
90874,9548
81854,277
33380,1788
13791,2567
31931,7287
90827,5873
20470,1488
86834,1243
99727,5413
1392,12506
2506,12195
77783,5237
88142,1338
49316,3241
92637,3106
18035,4269
30787,1584
58919,17341
62110,2693
10540,1248
5571,1913
62357,2634
67631,9956
91788,6204
4537,6219
34187,3182
9813,1314
99533,4296
4454,7078
14713,16748
37219,6577
75182,7112
55612,1233
16412,3494
8396,15380
14109,2193
27682,548
38735,10690
32755,13760
78927,6677
72529,4170
64910,3337
67558,11173
66031,9863
32958,2149
81066,13090
79282,2621
5068,9098
80443,4312
24817,4065
10202,6594
75476,2664
13475,1639
77455,629
76948,3602
72645,1213
72315,4953
70217,7434
19522,2098
80700,10299
62251,7303
43379,3634
17653,4483
99669,10950
72366,3197
31678,3664
83434,13922
74013,3310
85209,414
50506,1014
78687,3313
8955,1858
57340,13794
78471,7096
69128,3215
26092,5725
6052,14744
6968,1869
1993,5069
3329,10377
24219,14283
38540,1273
71102,39790
89872,3450
65665,13918
67376,5175
70666,1863
87263,2423
45440,3552
29863,5107
9776,1697
36657,7390
89713,2851
76742,16193
49742,3626
25266,1104
78346,4982
43137,4470
75658,13754
75318,1780
71044,6618
76991,8793
9159,1394
57779,9295
58240,8809
6987,3989
29175,2765
93079,1165
34618,7221
64914,5230
25483,13283
83232,2299
43347,12405
69102,14934
28893,2405
7644,3546
95291,1177
24955,2585
70125,12293
37055,9090
45250,2804
21250,3467
45867,4067
8005,5240
32601,820
39587,3701
72036,5209
46340,2330
29135,10183
40923,17127
22492,793
54917,1801
43733,3974
64153,1776
64256,2628
52015,6800
15217,5866
72852,7056
88052,8048
98957,6941
31876,13259
82195,3214
550,3123
19751,836
49403,10952
88504,12607
84079,4345
60299,1321
37078,10158
60316,1565
74071,4105
88122,569
30639,8012
19158,8879
35072,5303
60024,2255
47403,5990
62502,3168
54169,4148
8114,4588
93937,9556
89753,9264
23858,9766
92066,2283
95964,18637
95037,14117
59275,8978
37322,1548
20570,3396
28294,6459
98515,1152
76428,3799
22330,5607
4904,11706
87289,2148
51153,7563
16596,5809
61817,9046
76397,1937
79287,9871
85901,8098
83768,11709
16292,4983
54140,3361
8889,8239
85266,5981
71033,436
7228,847
45860,5631
41820,2369
52446,3000
66218,19639
50127,545
54389,2779
82266,10925
2669,3764
93136,1187
88975,7662
88292,842
21668,1203
79698,6862
84199,3842
35434,5033
12558,1247
49852,4313
90784,6055
44577,11821
64833,6560
76711,5482
49327,12116
12549,2062
81241,1313
27345,2641
94125,916
23485,10358
34573,4132
67271,12355
45846,3702
81300,3135
12522,4006
15740,5226
20597,8217
22177,2587
41074,1889
31649,5334
51426,5105
79931,4214
56042,7382
82023,5304
34756,7658
34483,4075
46269,11300
62664,3709
33041,9911
30130,2448
91340,3111
57026,851
97136,2372
36144,8927
67848,8607
65407,960
10124,2036
64081,1036
52765,12377
5692,8139
18085,12521
40356,3456
26927,6742
23703,3771
80526,1379
91443,5710
596,11901
5335,7343
58609,2722
28068,3323
59221,11800
68696,4892
99880,3612
8698,2822
77584,4258
34995,1681
26973,13229
68401,3109
71267,2574
34465,10750
61068,4671
22336,1666
50671,17012
50850,10975
77552,2791
87163,2788
97444,1118
9036,4490
39412,23447
1283,2021
47302,8498
62484,17045
54945,3776
84589,8507
31766,7458
85366,1667
376,5223
7473,11115
59757,4011
3457,8731
76059,8573
1873,2925
26955,6161
76112,5083
23706,1825
8999,5152
36400,4367
11939,7621
60643,10280
96528,8035
80311,5428
57101,2307
66185,10496
55664,2299
59824,7881
5609,3886
44842,6096
81885,1554
27031,5548
53998,4010
98704,4309
6175,4457
13690,2080
26140,1698
79824,2935
18699,6598
1555,3537
70041,10641
27170,3708
61430,6660
78254,8041
90051,9044
26282,9567
79511,6945
30590,1475
72312,19508
24924,2267
70892,7748
9836,1793
76187,3052
69762,8308
11443,2146
19656,1798
49115,2844
10591,4288
60198,2080
93549,8226
89516,4179
87787,6391
22838,1833
11523,8053
59451,7373
84645,8104
38082,15933
8800,8567
38144,5039
96660,2579
70280,19424
5754,6316
71482,1467
71104,787
34506,2027
42499,10916
57172,7008
52996,830
40128,18587
73452,1596
92889,2416
40186,4378
43120,6113
40166,2462
84604,13020
25199,3361
25204,1192
24816,10578
72049,2891
93305,6054
23630,7839
79659,10539
68850,16400
27254,3727
10416,12510
71731,11056
15308,6425
82222,5191
32996,3775
97606,1846
35755,11257
28629,6975
46278,922
59409,5612
29596,2771
71595,4875
55904,11400
51084,8584
57969,2421
32529,2658
9880,17585
85724,1790
83934,11923
2978,3185
24371,11852
22828,2401
35474,5377
32167,6089
56341,1753
67033,14698
12867,2678
28117,2607
93475,15012
81914,2649
54513,4607
6214,671
54486,8667
59847,4833
18559,2087
71179,651
38990,6018
62654,3630
67660,732
19475,3235
77629,3218
86657,1411
47052,2433
66837,4290
14631,796
78384,1185
21909,2504
49436,1135
61346,2658
9717,4896
6882,2767
84155,8872
19279,626
86530,5193
5256,6069
51748,1439
4000,12625
13263,18952
48765,1132
13708,2356
29531,3260
78228,1697
10326,18860
8669,19008
88413,4968
11332,12114
13500,3671
15626,5813
80474,2544
81438,6707
87108,8086
695,6225
12232,2186
50557,5461
81676,2437
38885,847
63646,12897
75635,2004
5098,6603
61261,1123
21656,14100
38736,20826
52845,17988
13043,2075
67473,910
79381,8809
78635,3219
68813,3745
8403,4683
80291,5426
42785,1443
5671,5375
63030,6608
83643,1598
30960,5934
70526,11483
28861,3524
28581,1725
36782,9399
91098,3065
12584,8030
19239,672
76119,8001
85087,3860
42000,1111
72227,1446
96811,13907
5540,1281
79803,11539
83904,2166
46235,4979
64267,13614
61328,3487
36780,1729
82621,3647
31747,18304
65184,10409
88521,18774
56952,7322
51783,10030
28809,2850
64307,9116
82768,2671
40940,4137
81883,1514
24311,3427
76547,1538
92855,3366
517,3164
40140,4329
12143,10463
15465,1696
31562,3082
60906,11391
74941,2949
84612,1718
76479,26246
15893,2141
22943,1979
31242,3639
83128,1805
3913,3871
64388,12816
54010,4433
81415,4204
89095,3197
8361,3661
5964,15086
83038,3306
20061,4928
61508,3436
67489,1396
60595,2751
88332,2617
69371,938
57831,2925
49211,6145
87848,4719
60394,2916
497,2670
62124,12134
57461,7178
77489,9314
57710,14773
32316,5673
99055,7167
92065,9558
15836,17462
28656,2430
65926,8388
24379,12725
36998,1824
78758,2943
44251,351
24736,1132
10192,4824
62417,908
28248,4906
36920,1557
29831,1975
89578,4534
48040,2656
80759,7051
24382,4309
87057,8298
50019,2458
54955,13378
5152,2260
22311,10488
68092,550
48079,2115
89381,5712
2801,5383
79113,15319
15769,4203
31546,2475
6105,1782
93100,2578
84900,1797
3881,13696
13137,3407
84021,20016
95182,5645
89950,10999
51812,15612
95910,5238
2725,4669
29046,1571
66360,2503
51861,3763
38828,6224
62419,2747
16661,3566
11969,3491
73511,11005
70601,4186
49500,12193
86165,6335
71957,10525
93424,10540
59040,3206
13416,5784
32199,6606
10423,4356
87722,1400
88228,23931
27679,17213
75413,5344
58821,16697
32046,3022
38911,938
52165,3738
65671,4779
31854,2400
27120,8505
65985,3944
74437,14906
76744,4934
609,8154
57255,1811
24117,1807
74947,9352
70680,12958
60288,1358
39907,1229
31704,3066
73004,12407
97867,2381
15849,3629
32809,8169
96763,8833
9371,4372
490,6716
37024,1274
12389,888
82566,5989
27091,1596
61602,3569
74058,5697
311,5760
15654,7440
60716,3772
20101,959
71574,1120
10298,9223
7640,2188
7721,772
89562,1298
59214,3679
59835,8181
51974,7764
24193,2800
22190,13295
14266,6693
24058,1878
77404,8475
75886,2459
3483,3381
30479,6992
27129,7401
7262,9688
35760,8121
84613,2581
36006,1747
27114,2410
28712,7319
55722,8407
71287,1779
66001,2643
48397,6553
38429,2962
55138,13899
53315,3591
24525,1426
46418,3852
53308,11014
98354,11377
46564,5253
70925,9263
23552,7522
79076,3425
74531,10174
64969,22719
3542,11716
31529,4062
9237,2015
36949,2165
11242,10379
22944,4159
55691,2726
66058,4420
76540,5148
87501,5981
80985,6184
39322,11724
84411,3784
7100,4730
82764,4877
31500,6701
11636,1745
44982,9312
52603,1221
70820,5339
60354,11092
51469,16367
42105,18926
33221,12436
3311,6707
13251,11591
58558,2537
50849,1659
55361,2588
34493,1778
61885,2806
2341,8522
33721,4281
83622,4720
95594,5535
94508,9708
32188,14505
89935,2127
44087,17712
59280,20714
8169,7010
50479,1700
96767,6192
51736,3452
55375,2430
47480,13497
59772,3095
7656,16509
46553,8101
96276,5797
33896,947
51751,1987
633,3026
77598,5707
95902,17506
63724,8805
81533,7615
74121,1873
80909,12352
29793,2548
94470,5584
48443,7450
80714,3675
78802,3814
87776,13460
4653,2168
95672,2457
38132,2661
42647,6697
67478,5237
68821,1504
76802,23720
70030,1822
77434,5157
36993,2725
12300,2652
63444,4781
67185,12613
53095,3847
79890,5712
96824,4167
57406,2357
38677,3732
39469,2280
13436,1298
67564,2884
33451,23173
84828,2907
37264,20898
8263,3232
16348,6793
98559,4612
81424,1426
52492,13614
80093,1642
32348,16499
72411,10900
1894,3907
67859,2631
76075,10368
98061,15750
7049,3740
69067,5496
30223,11865
98161,1446
1546,2167
82657,7384
63868,1539
7601,4893
71261,2118
3557,2738
86897,2343
9830,6875
25031,3080
55599,7940
53758,4464
35546,1239
62282,1357
80126,4559
75126,11566
85097,8771
96782,5822
53050,1566
15957,6815
84708,6322
57094,1603
45837,4078
99829,5478
32570,13084
33900,2190
41006,1275
98397,8350
62658,795
85254,6000
39980,2117
52817,5079
74845,3409
14008,2976
81500,10430
82795,3822
29658,6420
21365,6707
36587,1043
61355,3098
92498,515
17580,5153
74391,20060
18765,5824
67110,5128
1310,1320
24036,1228
56348,6619
2333,4421
57465,2744
54942,23442
41436,5555
14022,2023
89419,6168
38081,5111
82525,810
98705,5285
55879,6557
44523,6757
58774,8050
65840,4634
79920,7230
88829,6061
78478,4877
48712,1431
26237,1017
52948,15576
18346,3327
78364,3882
59523,1293
85992,7166
21799,4909
69664,6937
36681,11894
33594,10691
52756,15913
78418,2755
71469,771
43856,3866
46261,13783
79225,7907
98981,1612
36627,15446
84328,1425
20270,905
17961,8373
69441,1184
28909,8734
86753,5475
51129,1315
10003,786
1200,8250
18415,5771
20103,509
62608,4058
32404,8646
54516,4559
72983,14253
55039,2721
86544,4185
