id,preco
99286,2831.76
62620,18220.05
77563,3640.17
24059,696.34
42546,9790.91
32247,7535.29
70866,1626.26
73704,4390.82
51424,1033.65
95872,6805.09
66862,6467.29
26053,7894.6
47194,1991.4
8971,4676.25
50560,11364.8
60373,1234.25
32025,4949.8
18886,5457.39
14569,566.6
64252,2831.29
3189,1438.3
66074,18448.19
6179,3441.5
26130,3575.06
96902,666.7
60244,3043.37
38103,6622.4
88289,6342.64
35415,4969.16
70368,6988.0
77076,1081.1
7560,1128.72
28695,2243.26
37573,11366.74
75331,9506.9
22906,4937.38
26852,23900.86
59454,1006.03
76080,3752.96
32153,11456.6
3709,629.48
51913,3570.8
27238,7434.83
71580,7913.23
29223,6580.49
8996,10484.5
734,7032.6
52005,7372.61
22707,2902.22
78212,4117.09
73150,3779.64
94069,8493.17
15133,4727.25
97912,14439.33
90910,1668.04
59637,14171.2
32665,1552.64
52099,2611.28
97262,12208.76
13592,16521.35
34253,1885.41
85049,4790.61
98459,4302.68
58037,5523.54
24697,4889.28
5669,6931.56
60442,7502.89
65418,13156.23
74943,1684.85
40064,4894.27
67025,10041.55
65786,4443.48
46217,9305.01
73265,6356.06
61897,1005.94
52197,13609.3
46721,7055.41
29610,3252.65
54889,4929.02
77100,8950.06
83156,10392.84
58856,2053.71
33050,16282.02
48227,10665.09
55159,2001.05
62131,5800.68
23351,2306.07
96404,5685.48
91613,3938.26
38886,597.99
75514,1188.16
82681,4657.26
39910,1731.13
56228,3230.25
22718,2162.57
85053,5298.15
60728,1060.0
13767,4668.32
84212,2408.24
95257,1244.44
69533,10054.31
64322,14561.58
1626,3298.9
16381,763.0
2111,3588.48
92705,13926.39
64088,4343.79
90863,3780.81
19167,11767.39
54606,1796.14
32527,1084.05
66777,2213.59
52195,5313.93
79717,2395.49
72477,4214.47
87565,6222.38
91451,1507.21
9344,2292.47
44290,2954.63
93889,4980.25
26901,16517.3
91249,4150.1
50771,17350.75
93915,5766.62
41236,12580.61
78099,2437.6
24956,1477.22
81334,4846.52
70602,17690.36
71002,12725.73
72767,7853.11
41722,2368.76
30291,4516.27
66139,14546.72
15339,2161.61
83046,6952.17
78575,3618.6
5714,12719.22
2636,2375.38
33671,3277.38
6551,9628.79
62792,3325.04
32812,5645.55
11801,2527.32
43353,6211.96
92240,2480.32
27076,5397.53
87941,793.38
18265,6301.39
55588,3700.93
85603,14231.53
3772,543.47
28925,1880.38
22523,20366.77
46879,5503.19
84738,15567.59
83373,22647.0
94616,7415.18
91033,2848.82
39153,1794.18
45913,13471.15
97367,12028.61
29132,9663.05
82475,3171.86
82960,12538.93
68019,13530.89
84899,4319.33
28292,11953.47
82295,1499.38
26387,12530.78
90385,7936.74
44110,7825.81
69341,1587.42
91580,1139.28
16937,1140.66
80179,2440.26
95796,1033.25
10056,1013.77
49851,294.15
18648,5512.53
29869,2167.12
40499,19814.13
96198,16711.93
77269,10279.58
78482,19403.13
16527,1719.23
61811,9023.26
71769,14646.28
48598,6588.94
33026,1243.47
91624,17183.81
99201,7832.21
29834,3855.77
14956,18037.58
1897,1125.26
53349,9157.34
91903,1315.53
33422,3988.93
19190,6067.59
46129,1967.21
70727,8131.33
53014,1871.34
73375,5655.54
33874,3357.88
92991,3427.33
61575,3982.55
71627,13848.36
96546,9647.59
46422,3197.62
42754,1118.48
87862,4909.16
73942,3930.74
89740,14760.98
83625,2814.84
8292,1451.34
27703,2210.44
27624,3874.45
82670,14502.15
27477,910.9
98256,955.79
80129,8335.04
52916,6161.39
3518,4633.56
27404,2017.5
41513,3075.36
69912,5813.02
72456,5547.91
40543,1660.68
13528,1083.88
70228,3786.04
15848,8180.72
79882,7656.38
1224,2303.62
24906,5933.26
1086,6856.33
73442,6773.9
80414,11599.92
10092,7620.83
26025,2088.85
97478,1953.05
85463,15761.56
57301,813.76
25686,14795.98
65219,1559.04
76733,7644.71
56577,17888.66
18574,5488.36
44139,3984.9
50063,6801.3
9857,1349.57
15676,1450.89
70658,17247.67
12386,1948.74
17631,3959.19
91936,5037.89
9409,11898.08
91213,13928.71
65839,5888.06
38573,2478.73
37368,12635.97
85419,2370.57
83761,2513.9
49634,12910.96
43070,2979.32
63035,2377.79
7902,1294.25
25037,5010.54
4739,7505.3
62970,4453.62
56273,16984.34
24703,1979.37
44709,1172.92
74896,12810.96
80308,3012.4
93047,2520.52
90573,1104.15
76527,9095.07
45643,3149.97
56490,18385.0
91502,2036.16
749,18327.18
76027,4115.46
66320,3961.79
63354,2228.07
25653,1797.63
16832,5819.86
4897,9431.29
44715,3066.01
40209,2981.18
67930,9650.78
10880,4057.45
98098,9275.03
38258,3711.13
13013,8816.11
93938,5897.01
93314,3567.24
90759,2494.03
55973,2609.67
68874,8460.63
91086,1010.34
53112,2203.05
20370,5015.13
9279,3223.09
65858,3435.46
43498,2360.44
33180,7482.86
48273,10524.91
94710,2931.77
52503,9155.42
79453,2156.04
37076,9922.34
11633,16062.99
83124,937.22
81973,13166.29
56903,3168.61
56838,5578.42
13239,4236.55
59660,4727.3
9090,1237.83
29866,4694.49
43263,1844.52
8804,1598.29
37259,7642.5
83751,2728.05
66737,3880.15
89365,2140.75
47895,9330.34
75352,4267.72
81583,2415.91
24505,8252.29
43323,9941.88
41216,4858.53
29515,6841.11
60849,18744.01
28125,22869.0
80282,1373.79
71217,1730.32
97287,6247.11
65592,11536.16
37146,8284.67
70324,1295.04
16821,6296.16
73549,2979.11
20306,1761.94
38307,4104.03
48797,637.38
32740,2003.7
16416,10947.61
74643,10809.34
1073,788.88
83882,1353.33
21258,1401.26
36419,1370.22
59,12949.6
78563,1942.26
79096,5282.09
46150,6007.09
30895,13487.04
30163,2678.71
61959,859.56
30175,19285.0
28499,6290.46
81543,18035.43
86885,3474.68
5779,12176.8
14735,3226.41
76239,1947.04
81975,960.34
66380,4940.98
56662,11487.61
18061,13994.47
414,3226.51
91535,4346.76
4779,3182.54
65975,5721.7
61421,9688.32
29165,10309.78
65224,2678.08
68059,2688.59
46516,1774.82
76878,6744.73
63801,5479.7
83805,3929.37
83787,16425.91
24780,8243.95
33261,2719.84
35956,5165.96
90066,8607.03
30068,2154.06
48249,11582.46
4645,3945.5
5750,17260.56
64796,621.23
23698,2436.24
33125,4776.99
36692,4665.69
82315,16146.08
29787,2601.77
84038,6187.6
61050,3003.66
73543,15404.56
33001,3635.48
49561,3196.96
1752,18715.79
92678,12356.26
37805,1168.99
57690,8875.26
40290,2907.24
24365,1013.66
6938,2800.11
9335,12350.33
82312,6903.8
93701,3169.65
96338,715.74
58961,554.8
61558,18108.17
16818,13668.9
20017,9263.77
45249,6873.58
13102,486.72
38134,3016.02
62739,2795.6
76979,13322.4
69862,8484.58
94766,731.63
34826,14982.97
93651,2943.79
3563,8013.01
94237,4567.47
91184,3532.07
31025,1021.57
37307,6934.6
27838,7400.88
5518,8258.02
82804,13373.37
10849,8297.65
61787,9192.91
39570,3051.48
50211,4460.79
57738,3150.46
52249,16803.81
4084,12217.69
78256,3232.4
37653,1806.23
22896,947.72
67135,2628.39
57753,11365.77
84358,7031.38
20304,9721.63
92184,3686.26
2716,2340.67
13611,2092.59
59123,20759.1
24656,1694.96
47523,11424.31
87026,3690.24
94938,2819.12
91916,10217.09
37831,11017.69
33192,2830.03
97740,1287.16
57040,4478.43
70762,1137.12
57880,5137.6
31494,845.65
9226,3205.5
62988,11674.42
95746,5052.73
88806,2229.67
30993,13268.94
28195,1714.76
76274,3972.74
85118,2703.48
1057,3260.95
61329,624.03
68785,8716.77
77507,3018.65
90603,8512.12
27256,7661.81
67894,6798.48
43171,9426.66
58312,13389.9
65417,1081.1
44278,1583.22
60815,3325.44
55097,1885.79
14228,11567.29
49158,9096.89
38141,4388.77
50034,2790.77
27489,1077.74
26798,10466.24
18310,2666.99
51209,1414.17
63613,15233.89
1358,5880.17
36828,10682.48
89345,1928.82
43477,15766.0
55953,10334.09
99791,2556.39
79949,3779.36
76090,17806.41
54329,22241.22
52028,2706.56
31512,6545.45
79205,13209.72
83893,942.07
60749,6767.31
7562,3413.61
81268,1060.85
65835,6575.34
99031,1973.25
5283,3928.67
38695,2307.99
37328,5805.89
64658,1644.7
94422,11101.69
20407,10413.83
1090,1579.63
78036,4690.78
23381,3461.38
98821,2467.47
21781,3582.6
28457,1309.75
6239,16322.46
35571,3424.1
53464,13460.65
76050,8974.27
49018,13154.0
2879,3506.47
34028,850.64
18727,3176.58
77515,3402.46
2179,3270.38
81059,8815.1
14039,854.63
41446,17674.99
31243,7615.45
14692,4586.86
29450,7890.69
78283,4712.73
62628,3471.65
49917,2399.73
44233,12932.9
26768,984.38
67981,4459.19
81310,1746.78
66644,2064.5
24546,5257.81
32516,3289.17
49329,1996.0
7894,1703.33
18191,8477.0
92898,19518.13
90673,11108.18
90930,10158.35
58477,6473.49
99501,1229.4
93977,12734.52
40458,4503.15
83206,5613.09
61797,2876.79
35254,8087.44
99652,6913.06
73604,4784.25
74405,2021.39
82643,5614.98
3685,1413.17
29358,12338.52
13245,6890.48
34169,2536.28
8488,5411.27
14268,18452.99
35818,2400.74
58319,2456.94
71943,6496.33
7826,2510.93
82555,14523.37
88553,2061.08
72401,2235.77
90050,10405.11
67830,1674.15
22342,6649.0
78756,6916.79
50929,6903.25
2423,4580.8
29609,5798.7
91335,4844.97
82585,8152.32
8622,6363.46
36195,4448.24
92447,11678.93
56487,2415.12
77164,2474.14
2624,4170.72
86900,16410.72
89360,7400.87
45804,1867.47
36172,5800.42
18693,2167.69
40880,10789.78
76258,9225.23
50624,3525.52
61343,10632.82
1306,6382.09
90429,4759.98
1115,1961.18
96395,5333.48
98886,2865.78
63469,2298.71
58393,4528.7
91390,5308.32
66645,1001.3
75823,3230.0
32905,4213.03
48145,2362.85
73636,5309.02
97546,5254.94
93147,1071.96
6203,16054.86
16117,18009.95
38984,7279.73
86356,6141.29
55655,1250.54
26835,3755.97
32447,6968.92
66043,8494.0
7182,1042.66
44519,3884.17
43685,1707.14
97594,2982.36
88865,4464.28
8374,1368.99
73242,2844.11
72340,3453.11
52552,1240.66
55183,9012.4
53824,12762.72
89070,958.01
20312,3967.75
25024,1001.48
23408,9858.04
10877,3997.03
12159,2974.59
44730,6612.88
41251,1780.5
3487,1577.11
74389,2570.7
64358,1919.88
69300,7561.06
84504,2376.27
77391,8266.47
22018,1732.95
64925,1513.05
61295,3598.89
22620,9840.9
70255,5494.28
13996,6856.06
97780,5216.48
30549,11910.46
82732,3637.25
8756,2395.94
60148,1152.06
85980,7853.17
32849,18614.25
32923,5383.44
21913,4727.69
61471,16099.69
28425,7231.05
7544,3791.38
98381,3366.51
39790,2411.12
46267,1905.23
93528,10189.57
15310,4227.35
42601,4034.2
39541,12101.27
76724,11097.86
5374,16021.47
37258,1321.26
43292,3102.54
46931,9023.17
63045,1609.39
66747,3622.7
39956,1990.83
92023,3663.65
15918,3436.43
74556,419.55
14241,14060.34
12163,7927.83
80075,1504.49
61830,8294.29
73621,14512.54
35192,694.61
68088,2833.07
99749,3138.16
8616,2911.96
46797,2001.94
42516,11797.61
1518,3000.25
35342,20867.65
80318,871.41
18051,3558.87
8888,4017.7
54870,3226.7
68099,4665.13
95687,7397.56
55173,838.71
12529,5687.42
61076,5839.34
32129,17074.14
17327,6056.69
26029,9994.43
69849,2774.01
18136,6945.26
40412,3995.0
66576,3918.24
72647,10363.53
86457,3195.64
47639,2218.47
93352,5695.53
55293,7450.8
16714,9061.92
63264,8074.2
89822,2520.78
28261,5716.65
96349,8564.48
2096,3841.59
77837,17296.7
47833,2010.47
18893,2266.27
70317,2435.48
67017,8625.62
79431,1644.32
47251,16681.14
59328,2373.84
13104,11444.08
23785,10736.12
68732,1812.48
27778,3213.59
46145,7731.93
8058,1984.39
55390,5514.32
8069,11429.45
79630,8875.56
70523,21976.76
90979,8631.56
98095,4498.55
71907,7649.02
41711,3809.15
41785,12534.77
92612,15979.85
91731,10327.8
84750,1789.26
29179,6706.17
79368,736.68
31396,8211.33
75086,4121.67
30480,2924.27
23880,3392.22
58329,4649.39
16200,12103.7
39119,5368.44
38768,8973.35
10352,1486.9
58378,8541.5
29982,3898.06
55002,1055.07
69784,5872.97
40856,2421.5
90136,1847.54
75966,3001.91
90644,1218.49
63024,9847.64
86038,4407.44
23898,1627.67
28900,2157.69
43865,6803.35
15896,9554.2
50654,6987.8
52844,4061.66
97177,531.95
39258,4945.77
92799,880.46
70787,8072.06
15118,8539.48
32317,6576.47
41849,10804.79
94229,1619.98
86309,2822.38
91717,6881.72
87167,1490.79
58658,4397.26
53245,802.62
66051,9015.75
50627,740.05
60056,326.7
29495,6702.79
44689,5402.7
47530,12195.48
71815,1700.9
98305,3536.66
49230,2468.47
53283,1521.42
53831,4740.42
42416,1923.96
18080,1090.96
80895,8436.25
11306,2337.37
41239,1880.27
50637,3516.75
52833,3577.55
57893,4538.06
78298,18061.05
67720,3878.4
7366,14969.28
61091,4339.32
93062,3837.95
86841,3252.89
67545,12411.4
13060,1069.77
52038,11423.28
16247,9556.23
2360,11975.38
20626,1834.85
78331,644.65
34218,3768.97
28345,760.76
46752,14709.23
86262,2699.43
34076,12270.24
99360,2185.68
91462,13955.37
92712,4772.05
11274,15877.64
85773,15878.12
73387,9390.77
9554,11379.94
23287,2039.78
15171,12913.27
69241,1279.5
47439,10542.02
6374,5132.51
33906,7542.09
81013,2500.86
814,5406.29
15437,4464.81
48801,7030.88
50619,5955.81
71497,3402.17
48131,8827.0
3995,10578.27
88143,14667.7
55428,14989.32
14324,12544.18
96564,7165.76
14417,12657.0
96842,4482.58
60506,8741.76
96746,2281.22
7468,6752.94
35808,4338.63
51507,13156.79
51290,973.03
98028,4572.88
61100,7492.29
27262,16604.83
96004,13297.3
65650,664.87
50633,11411.66
74191,1726.84
91500,7763.09
53085,8600.2
32388,574.17
15457,11031.94
57351,2460.05
80249,7693.4
79263,867.81
46396,1924.97
81548,1263.66
95060,6465.39
21620,3439.24
45829,7496.71
52985,3985.31
26963,5326.92
57049,12493.67
82642,6494.08
41950,7148.4
96818,5601.07
43779,722.98
17720,1771.5
55751,10486.98
79374,17991.04
37867,3156.24
23859,12981.85
24336,2928.86
44063,7162.29
83662,3912.04
93573,4918.9
31962,1915.28
2666,6366.1
16273,10441.6
80377,2082.6
96921,3237.07
54008,18726.24
15949,9827.6
22560,4265.68
58495,2061.2
36909,5937.4
27150,9342.14
28328,10767.9
46457,1226.61
33350,2014.51
96492,5405.59
96035,12554.44
22425,4200.79
64692,5307.61
84926,1570.46
62256,12355.55
58447,9325.8
94088,5330.17
48188,3651.78
51629,15168.56
60552,1663.9
99094,1732.95
38902,15562.96
64468,3073.41
77083,10549.76
67095,5864.16
47638,1192.24
940,11421.68
21496,8668.25
48169,803.54
71699,1597.32
36900,1823.75
3573,13796.45
45011,2331.42
42437,2591.97
63382,18616.86
27124,3597.98
13172,3032.0
90358,11598.78
40032,2287.28
49322,20042.6
66994,7272.66
33910,6370.0
45474,638.58
2874,4283.51
53772,1596.35
78841,1307.88
85180,2159.01
78874,1310.59
5492,2834.56
18087,1205.82
74128,6460.7
87540,1494.3
98899,4937.43
20279,5608.17
25963,8575.46
10408,12697.84
62289,5006.88
21677,11637.6
10204,6551.89
69085,8078.57
77929,10903.81
31207,1537.08
31100,6287.77
49266,6102.93
84713,2499.71
51802,2780.04
46813,11628.85
58533,1437.12
54787,3538.15
16069,4443.69
16791,1738.37
10322,8676.9
79078,1307.52
29309,1523.67
24467,5114.91
90874,9180.43
81854,330.96
33380,1948.07
13791,3090.93
31931,7767.66
90827,6134.57
20470,1487.4
86834,1243.24
99727,5104.28
1392,12447.77
2506,12484.71
77783,4867.69
88142,1327.68
49316,3107.14
92637,3176.89
18035,4459.3
30787,1575.2
58919,17994.6
62110,2560.63
10540,1238.55
5571,2271.76
62357,2593.27
67631,10378.14
91788,5918.14
4537,5891.15
34187,2358.48
9813,1299.4
99533,4181.9
4454,6820.91
14713,16778.77
37219,6470.07
75182,7506.86
55612,1423.21
16412,3542.95
8396,16248.38
14109,2241.88
27682,575.8
38735,10547.4
32755,13141.98
78927,7585.65
72529,4388.77
64910,2956.88
67558,11396.1
66031,9543.17
32958,2198.76
81066,12657.0
79282,3341.47
5068,9207.77
80443,4219.32
24817,3646.09
10202,6470.22
75476,2928.84
13475,1543.5
77455,600.97
76948,3737.81
72645,1307.62
72315,5231.62
70217,7053.16
19522,1930.02
80700,10334.77
62251,7230.68
43379,3339.17
17653,4675.99
99669,12812.75
72366,3119.64
31678,3869.25
83434,13851.29
74013,3523.93
85209,449.98
50506,984.29
78687,3341.6
8955,1696.51
57340,13656.1
78471,5329.67
69128,3571.85
26092,4648.38
6052,14899.34
6968,1651.3
1993,5062.29
3329,10709.16
24219,14846.71
38540,1478.47
71102,38135.14
89872,3440.0
65665,13987.89
67376,5022.32
70666,1698.32
87263,2407.6
45440,3486.48
29863,5185.74
9776,1611.76
36657,5589.99
89713,3212.29
76742,15815.82
49742,3860.69
25266,1136.32
78346,5319.61
43137,3893.47
75658,14194.36
75318,1665.24
71044,7324.61
76991,8589.68
9159,1288.6
57779,9495.39
58240,8776.68
6987,3917.35
29175,2881.3
93079,1169.31
34618,6749.17
64914,5072.93
25483,13461.05
83232,2394.62
43347,12508.04
69102,15728.5
28893,2335.92
7644,3328.98
95291,1109.78
24955,2587.84
70125,11988.55
37055,9115.83
45250,2887.84
21250,3654.94
45867,3890.69
8005,5572.27
32601,817.43
39587,3617.84
72036,4932.17
46340,1834.17
29135,10137.35
40923,18138.65
22492,708.87
54917,1825.67
43733,4154.97
64153,2041.04
64256,2549.41
52015,8354.49
15217,5645.64
72852,6777.62
88052,7769.49
98957,7071.09
31876,13508.27
82195,3245.19
550,3267.69
19751,822.15
49403,10991.23
88504,12161.88
84079,4749.16
60299,1295.21
37078,8899.17
60316,2091.04
74071,3930.48
88122,559.56
30639,7215.32
19158,7869.25
35072,5024.77
60024,2592.23
47403,6320.53
62502,2542.77
54169,3877.11
8114,4333.55
93937,9543.49
89753,8725.95
23858,9524.22
92066,2168.96
95964,18978.85
95037,14339.97
59275,8801.1
37322,1786.26
20570,3639.38
28294,6699.83
98515,1206.94
76428,3847.26
22330,5483.72
4904,11015.57
87289,2013.46
51153,7624.28
16596,6043.11
61817,9146.54
76397,2093.75
79287,10148.93
85901,9089.13
83768,11071.15
16292,4919.42
54140,3340.25
8889,8224.04
85266,5909.26
71033,569.33
7228,1132.08
45860,5817.91
41820,2303.22
52446,2815.11
66218,19399.55
50127,486.87
54389,2744.5
82266,10753.87
2669,3648.76
93136,928.66
88975,7068.46
88292,708.56
21668,1193.88
79698,6687.51
84199,3974.75
35434,4820.91
12558,1257.83
49852,4335.42
90784,6815.86
44577,12206.61
64833,6134.28
76711,5422.25
49327,11712.43
12549,2235.35
81241,1207.07
27345,2453.46
94125,1257.21
23485,10230.94
34573,4148.18
67271,9499.44
45846,3583.91
81300,3193.66
12522,4918.32
15740,5195.46
20597,8579.58
22177,2702.66
41074,1916.61
31649,5580.86
51426,4339.99
79931,4135.96
56042,7092.91
82023,4940.83
34756,7267.8
34483,4232.9
46269,14492.27
62664,3476.27
33041,10213.01
30130,2588.94
91340,3118.6
57026,862.29
97136,2259.25
36144,8955.18
67848,8665.29
65407,1050.84
10124,2026.58
64081,1023.32
52765,11421.3
5692,8122.49
18085,13942.33
40356,3024.36
26927,6662.7
23703,4256.58
80526,1521.6
91443,5375.44
596,12965.27
5335,7317.01
58609,2815.93
28068,3012.34
59221,10646.88
68696,5114.84
99880,3653.9
8698,2709.29
77584,4442.77
34995,2434.84
26973,13350.05
68401,3081.26
71267,2593.61
34465,11200.8
61068,4281.23
22336,3226.24
50671,16388.19
50850,11338.88
77552,2770.44
87163,2913.72
97444,1026.28
9036,5437.92
39412,23451.85
1283,1786.56
47302,8399.52
62484,16237.35
54945,3725.24
84589,8778.16
